id,timestamp,symbol,direction,trade_type,confidence,gate_score,strike,expiry,option_type,premium,iv,entry_zone,stop_loss,target_1,target_2,rr_ratio,regime_type,vix_level,rsi_value,pcr_value
1a469a8c-99fe-4cc7-a15d-746c448b8112,2026-05-12T11:20:01.707434,APLAPOLLO,PUT,INTRADAY,B,60.0,,,,,,Premium breakdown below 1895.40 zone,Spot reclaims VWAP or 1904.88,1885.92 (1:1 RR),1876.45 (1:2 RR),1:2,TRENDING_BEARISH,15.0,24.021333276193616,0.66
ade395f0-83c5-466a-90d5-c16e90df8f28,2026-05-12T12:15:56.883873,TATAELXSI,PUT,INTRADAY,A-,65.0,,,,,,Premium breakdown below 4097.90 zone,Spot reclaims VWAP or 4118.39,4077.41 (1:1 RR),4056.92 (1:2 RR),1:2,TRENDING_BEARISH,15.0,21.306112223325542,0.44
9d3960f3-7ab2-4a5f-b002-4b1e64cf1e22,2026-05-12T12:15:53.949027,ASHOKLEY,PUT,INTRADAY,B,60.0,,,,,,Premium breakdown below 157.30 zone,Spot reclaims VWAP or 158.09,156.51 (1:1 RR),155.73 (1:2 RR),1:2,TRENDING_BEARISH,15.0,16.42055830196965,0.59
87ceff6f-46f8-45f8-a324-47aa6842a523,2026-05-12T12:55:55.001009,MPHASIS,PUT,INTRADAY,B,55.0,,,,,,Premium breakdown below 2160.70 zone,Spot reclaims VWAP or 2171.50,2149.90 (1:1 RR),2139.09 (1:2 RR),1:2,TRENDING_BEARISH,15.0,65.41415456685999,0.58
1aab3ae0-414c-4548-9525-924203bbc0b5,2026-05-12T13:00:03.854753,MPHASIS,PUT,INTRADAY,B,55.0,,,,,,Premium breakdown below 2163.80 zone,Spot reclaims VWAP or 2174.62,2152.98 (1:1 RR),2142.16 (1:2 RR),1:2,TRENDING_BEARISH,15.0,65.41415456685999,0.58
27fbe9c1-417b-4403-886d-f194bbba91c0,2026-05-12T13:55:02.189521,PERSISTENT,PUT,INTRADAY,B,60.0,,,,,,Premium breakdown below 4912.50 zone,Spot reclaims VWAP or 4937.06,4887.94 (1:1 RR),4863.38 (1:2 RR),1:2,TRENDING_BEARISH,15.0,49.333361420813596,0.68
cbd0e8ac-6073-4c57-a0ab-266e114b4204,2026-05-12T14:00:52.706332,KALYANKJIL,PUT,INTRADAY,B,60.0,,,,,,Premium breakdown below 366.45 zone,Spot reclaims VWAP or 368.28,364.62 (1:1 RR),362.79 (1:2 RR),1:2,TRENDING_BEARISH,15.0,34.79875191716229,0.41
f802ddb6-3c9e-4638-a37f-8f115d93bcc1,2026-05-12T14:05:01.072350,KALYANKJIL,PUT,INTRADAY,B,60.0,,,,,,Premium breakdown below 366.30 zone,Spot reclaims VWAP or 368.13,364.47 (1:1 RR),362.64 (1:2 RR),1:2,TRENDING_BEARISH,15.0,34.79875191716229,0.41
6be8db43-85f4-455a-b314-0ce8e3c0d352,2026-05-12T14:10:30.265626,PNB,PUT,INTRADAY,B,60.0,,,,,,Premium breakdown below 102.90 zone,Spot reclaims VWAP or 103.41,102.39 (1:1 RR),101.87 (1:2 RR),1:2,TRENDING_BEARISH,15.0,30.742781857468657,0.61
3d7e3c36-95a7-40d7-8d17-3d69e18e4251,2026-05-12T14:15:01.643381,PNB,PUT,INTRADAY,A-,65.0,,,,,,Premium breakdown below 102.99 zone,Spot reclaims VWAP or 103.50,102.48 (1:1 RR),101.96 (1:2 RR),1:2,TRENDING_BEARISH,15.0,30.742781857468657,0.61
